Age;Attrition;BusinessVoyage;Tarif_ journalier;Departement;Distance_travail;Formation;Formation-detail;Matricule;Satisfaction_environnement;Genre;tarif_horaire;Investissement_travail;Niveau_managerial;Poste;Satisfaction_travail;Statut_marital;Salaire_mensuel;tarif-mensuel;Nb_entreprises_travaillees;Heures_sup;%_augmentation_salariale;Note_performance;Satisfaction_relations;Contrat_horaire;Annees_dans_vie_pro;Formation_annee_precedente;Equilibre_vie_pro_perso;annee_anciennete;annee_poste_actuel;annees_depuis_promotion;annee_avec_manager_actuel
45;Non;Voyage_rarement;950;R&D;28;3;Diplome technique;1546;4;Homme;97;3;1;Research Scientist;4;Marié;2132;4585;4;No;20;4;4;80;8;3;3;5;4;0;3
42;Non;Voyage_fréquemment;288;R&D;2;3;Sciences;1547;4;Homme;40;3;3;Healthcare Representative;4;Marié;10124;18611;2;Yes;14;3;3;80;24;3;1;20;8;13;9
40;Non;Voyage_rarement;1342;Ventes;9;2;Medecine;1548;1;Homme;47;3;2;Sales Executive;1;Marié;5473;19345;0;No;12;3;4;80;9;5;4;8;4;7;1
33;Non;Voyage_rarement;589;R&D;28;4;Sciences;1549;2;Homme;79;3;2;Laboratory Technician;3;Marié;5207;22949;1;Yes;12;3;2;80;15;3;3;15;14;5;7
40;Non;Voyage_rarement;898;RH;6;2;Medecine;1550;3;Homme;38;3;4;Manager;4;célibataire;16437;17381;1;Yes;21;4;4;80;21;2;3;21;7;7;7
24;Non;Voyage_rarement;350;R&D;21;2;Diplome technique;1551;3;Homme;57;2;1;Laboratory Technician;1;Divorcé;2296;10036;0;No;14;3;2;80;2;3;3;1;1;0;0
40;Non;Voyage-pas;1142;R&D;8;2;Sciences;1552;4;Homme;72;3;2;Healthcare Representative;4;Divorcé;4069;8841;3;Yes;18;3;3;80;8;2;3;2;2;2;2
45;Non;Voyage_rarement;538;R&D;1;4;Diplome technique;1553;1;Homme;66;3;3;Healthcare Representative;2;Divorcé;7441;20933;1;No;12;3;1;80;10;4;3;10;8;7;7
35;Non;Voyage_rarement;1402;Ventes;28;4;Sciences;1554;2;Femme;98;2;1;Sales Representative;3;Marié;2430;26204;0;No;23;4;1;80;6;5;3;5;3;4;2
32;Non;Voyage_rarement;824;R&D;5;2;Sciences;1555;4;Femme;67;2;2;Research Scientist;2;Marié;5878;15624;3;No;12;3;1;80;12;2;3;7;1;2;5
36;Non;Voyage_rarement;1157;Ventes;2;4;Sciences;1556;3;Homme;70;3;1;Sales Representative;4;célibataire;2644;17001;3;Yes;21;4;4;80;7;3;2;3;2;1;2
48;Non;Voyage_rarement;492;Ventes;16;4;Sciences;1557;3;Femme;96;3;2;Sales Executive;3;Divorcé;6439;13693;8;No;14;3;3;80;18;2;3;8;7;7;7
29;Non;Voyage_rarement;598;R&D;9;3;Sciences;1558;3;Homme;91;4;1;Research Scientist;3;Marié;2451;22376;6;No;18;3;1;80;5;2;2;1;0;0;0
33;Non;Voyage_rarement;1242;Ventes;8;4;Sciences;1560;1;Homme;46;3;2;Sales Executive;1;Marié;6392;10589;2;No;13;3;4;80;8;6;1;2;2;2;2
30;Oui;Voyage_rarement;740;Ventes;1;3;Sciences;1562;2;Homme;64;2;2;Sales Executive;1;Marié;9714;5323;1;No;11;3;4;80;10;4;3;10;8;6;7
38;Non;Voyage_fréquemment;888;RH;10;4;RH;1563;3;Homme;71;3;2;Human Resources;3;Marié;6077;14814;3;No;11;3;3;80;10;2;3;6;3;1;2
35;Non;Voyage_rarement;992;R&D;1;3;Medecine;1564;4;Homme;68;2;1;Laboratory Technician;1;célibataire;2450;21731;1;No;19;3;2;80;3;3;3;3;0;1;2
30;Non;Voyage_rarement;1288;Ventes;29;4;Diplome technique;1568;3;Homme;33;3;3;Sales Executive;2;Marié;9250;17799;3;No;12;3;2;80;9;3;3;4;2;1;3
35;Oui;Voyage_rarement;104;R&D;2;3;Sciences;1569;1;Femme;69;3;1;Laboratory Technician;1;Divorcé;2074;26619;1;Yes;12;3;4;80;1;2;3;1;0;0;0
53;Oui;Voyage_rarement;607;R&D;2;5;Diplome technique;1572;3;Femme;78;2;3;Manufacturing Director;4;Marié;10169;14618;0;No;16;3;2;80;34;4;3;33;7;1;9
38;Oui;Voyage_rarement;903;R&D;2;3;Medecine;1573;3;Homme;81;3;2;Manufacturing Director;2;Marié;4855;7653;4;No;11;3;1;80;7;2;3;5;2;1;4
32;Non;Voyage-pas;1200;R&D;1;4;Diplome technique;1574;4;Homme;62;3;2;Research Scientist;1;Marié;4087;25174;4;No;14;3;2;80;9;3;2;6;5;1;2
48;Non;Voyage_rarement;1108;R&D;15;4;Autres;1576;3;Femme;65;3;1;Research Scientist;1;Marié;2367;16530;8;No;12;3;4;80;10;3;2;8;2;7;6
34;Non;Voyage_rarement;479;R&D;7;4;Medecine;1577;1;Homme;35;3;1;Research Scientist;4;célibataire;2972;22061;1;No;13;3;3;80;1;4;1;1;0;0;0
55;Non;Voyage_rarement;685;Ventes;26;5;Marketing;1578;3;Homme;60;2;5;Manager;4;Marié;19586;23037;1;No;21;4;3;80;36;3;3;36;6;2;13
34;Non;Voyage_rarement;1351;R&D;1;4;Sciences;1580;2;Homme;45;3;2;Research Scientist;4;Marié;5484;13008;9;No;17;3;2;80;9;3;2;2;2;2;1
26;Non;Voyage_rarement;474;R&D;3;3;Sciences;1581;1;Femme;89;3;1;Research Scientist;4;Marié;2061;11133;1;No;21;4;1;80;1;5;3;1;0;0;0
38;Non;Voyage_rarement;1245;Ventes;14;3;Sciences;1582;3;Homme;80;3;2;Sales Executive;2;Marié;9924;12355;0;No;11;3;4;80;10;3;3;9;8;7;7
38;Non;Voyage_rarement;437;Ventes;16;3;Sciences;1583;2;Femme;90;3;2;Sales Executive;2;célibataire;4198;16379;2;No;12;3;2;80;8;5;4;3;2;1;2
36;Non;Voyage_rarement;884;Ventes;1;4;Sciences;1585;2;Femme;73;3;2;Sales Executive;3;célibataire;6815;21447;6;No;13;3;1;80;15;5;3;1;0;0;0
29;Non;Voyage_rarement;1370;R&D;3;1;Medecine;1586;2;Homme;87;3;1;Laboratory Technician;1;célibataire;4723;16213;1;Yes;18;3;4;80;10;3;3;10;9;1;5
35;Non;Voyage_rarement;670;R&D;10;4;Medecine;1587;1;Femme;51;3;2;Healthcare Representative;3;célibataire;6142;4223;3;Yes;16;3;3;80;10;4;3;5;2;0;4
39;Non;Voyage_rarement;1462;Ventes;6;3;Medecine;1588;4;Homme;38;4;3;Sales Executive;3;Marié;8237;4658;2;No;11;3;1;80;11;3;3;7;6;7;6
29;Non;Voyage_fréquemment;995;R&D;2;1;Sciences;1590;1;Homme;87;3;2;Healthcare Representative;4;Divorcé;8853;24483;1;No;19;3;4;80;6;0;4;6;4;1;3
50;Non;Voyage_rarement;264;Ventes;9;3;Marketing;1591;3;Homme;59;3;5;Manager;3;Marié;19331;19519;4;Yes;16;3;3;80;27;2;3;1;0;0;0
23;Non;Voyage_rarement;977;R&D;10;3;Diplome technique;1592;4;Homme;45;4;1;Research Scientist;3;Marié;2073;12826;2;No;16;3;4;80;4;2;3;2;2;2;2
36;Non;Voyage_fréquemment;1302;R&D;6;4;Sciences;1594;1;Homme;80;4;2;Laboratory Technician;1;Marié;5562;19711;3;Yes;13;3;4;80;9;3;3;3;2;0;2
42;Non;Voyage_rarement;1059;R&D;9;2;Autres;1595;4;Homme;93;2;5;Manager;4;célibataire;19613;26362;8;No;22;4;4;80;24;2;3;1;0;0;1
35;Non;Voyage_rarement;750;R&D;28;3;Sciences;1596;2;Homme;46;4;2;Laboratory Technician;3;Marié;3407;25348;1;No;17;3;4;80;10;3;2;10;9;6;8
34;Non;Voyage_fréquemment;653;R&D;10;4;Diplome technique;1597;4;Homme;92;2;2;Healthcare Representative;3;Marié;5063;15332;1;No;14;3;2;80;8;3;2;8;2;7;7
40;Non;Voyage_rarement;118;Ventes;14;2;Sciences;1598;4;Femme;84;3;2;Sales Executive;1;Marié;4639;11262;1;No;15;3;3;80;5;2;3;5;4;1;2
43;Non;Voyage_rarement;990;R&D;27;3;Diplome technique;1599;4;Homme;87;4;1;Laboratory Technician;2;Divorcé;4876;5855;5;No;12;3;3;80;8;0;3;6;4;0;2
35;Non;Voyage_rarement;1349;R&D;7;2;Sciences;1601;3;Homme;63;2;1;Laboratory Technician;4;Marié;2690;7713;1;No;18;3;4;80;1;5;2;1;0;0;1
46;Non;Voyage_rarement;563;Ventes;1;4;Sciences;1602;4;Homme;56;4;4;Manager;1;célibataire;17567;3156;1;No;15;3;2;80;27;5;1;26;0;0;12
28;Oui;Voyage_rarement;329;R&D;24;3;Medecine;1604;3;Homme;51;3;1;Laboratory Technician;2;Marié;2408;7324;1;Yes;17;3;3;80;1;3;3;1;1;0;0
22;Non;Voyage-pas;457;R&D;26;2;Autres;1605;2;Femme;85;2;1;Research Scientist;3;Marié;2814;10293;1;Yes;14;3;2;80;4;2;2;4;2;1;3
50;Non;Voyage_fréquemment;1234;R&D;20;5;Medecine;1606;2;Homme;41;3;4;Healthcare Representative;3;Marié;11245;20689;2;Yes;15;3;3;80;32;3;3;30;8;12;13
32;Non;Voyage_rarement;634;R&D;5;4;Autres;1607;2;Femme;35;4;1;Research Scientist;4;Marié;3312;18783;3;No;17;3;4;80;6;3;3;3;2;0;2
44;Non;Voyage_rarement;1313;R&D;7;3;Medecine;1608;2;Femme;31;3;5;Research Director;4;Divorcé;19049;3549;0;Yes;14;3;4;80;23;4;2;22;7;1;10
30;Non;Voyage_rarement;241;R&D;7;3;Medecine;1609;2;Homme;48;2;1;Research Scientist;2;Marié;2141;5348;1;No;12;3;2;80;6;3;2;6;4;1;1
45;Non;Voyage_rarement;1015;R&D;5;5;Medecine;1611;3;Femme;50;1;2;Laboratory Technician;1;célibataire;5769;23447;1;Yes;14;3;1;80;10;3;3;10;7;1;4
45;Non;Voyage-pas;336;Ventes;26;3;Marketing;1612;1;Homme;52;2;2;Sales Executive;1;Marié;4385;24162;1;No;15;3;1;80;10;2;3;10;7;4;5
31;Non;Voyage_fréquemment;715;Ventes;2;4;Autres;1613;4;Homme;54;3;2;Sales Executive;1;célibataire;5332;21602;7;No;13;3;4;80;10;3;3;5;2;0;3
36;Non;Voyage_rarement;559;R&D;12;4;Sciences;1614;3;Femme;76;3;2;Manufacturing Director;3;Marié;4663;12421;9;Yes;12;3;2;80;7;2;3;3;2;1;1
34;Non;Voyage_fréquemment;426;R&D;10;4;Sciences;1615;3;Homme;42;4;2;Manufacturing Director;4;Divorcé;4724;17000;1;No;13;3;1;80;9;3;3;9;7;7;2
49;Non;Voyage_rarement;722;R&D;25;4;Sciences;1617;3;Femme;84;3;1;Laboratory Technician;1;Marié;3211;22102;1;No;14;3;4;80;10;3;2;9;6;1;4
39;Non;Voyage_rarement;1387;R&D;10;5;Medecine;1618;2;Homme;76;3;2;Manufacturing Director;1;Marié;5377;3835;2;No;13;3;4;80;10;3;3;7;7;7;7
27;Non;Voyage_rarement;1302;R&D;19;3;Autres;1619;4;Homme;67;2;1;Laboratory Technician;1;Divorcé;4066;16290;1;No;11;3;1;80;7;3;3;7;7;0;7
35;Non;Voyage_rarement;819;R&D;18;5;Sciences;1621;2;Homme;48;4;2;Research Scientist;1;Marié;5208;26312;1;No;11;3;4;80;16;2;3;16;15;1;10
28;Non;Voyage_rarement;580;R&D;27;3;Medecine;1622;2;Femme;39;1;2;Manufacturing Director;1;Divorcé;4877;20460;0;No;21;4;2;80;6;5;2;5;3;0;0
21;Non;Voyage_rarement;546;R&D;5;1;Medecine;1623;3;Homme;97;3;1;Research Scientist;4;célibataire;3117;26009;1;No;18;3;3;80;3;2;3;2;2;2;2
18;Oui;Voyage_fréquemment;544;Ventes;3;2;Medecine;1624;2;Femme;70;3;1;Sales Representative;4;célibataire;1569;18420;1;Yes;12;3;3;80;0;2;4;0;0;0;0
47;Non;Voyage_rarement;1176;RH;26;4;Sciences;1625;4;Femme;98;3;5;Manager;3;Marié;19658;5220;3;No;11;3;3;80;27;2;3;5;2;1;0
39;Non;Voyage_rarement;170;R&D;3;2;Medecine;1627;3;Homme;76;2;2;Laboratory Technician;3;Divorcé;3069;10302;0;No;15;3;4;80;11;3;3;10;8;0;7
40;Non;Voyage_rarement;884;R&D;15;3;Sciences;1628;1;Femme;80;2;3;Manufacturing Director;3;Marié;10435;25800;1;No;13;3;4;80;18;2;3;18;15;14;12
35;Non;Voyage-pas;208;R&D;8;4;Sciences;1630;3;Femme;52;3;2;Healthcare Representative;3;Marié;4148;12250;1;No;12;3;4;80;15;5;3;14;11;2;9
37;Non;Voyage_rarement;671;R&D;19;3;Sciences;1631;3;Homme;85;3;2;Manufacturing Director;3;Marié;5768;26493;3;No;17;3;1;80;9;2;2;4;3;0;2
39;Non;Voyage_fréquemment;711;R&D;4;3;Medecine;1633;1;Femme;81;3;2;Manufacturing Director;3;célibataire;5042;3140;0;No;13;3;4;80;10;2;1;9;2;3;8
45;Non;Voyage_rarement;1329;R&D;2;2;Autres;1635;4;Femme;59;2;2;Manufacturing Director;4;Divorcé;5770;5388;1;No;19;3;1;80;10;3;3;10;7;3;9
38;Non;Voyage_rarement;397;R&D;2;2;Medecine;1638;4;Femme;54;2;3;Manufacturing Director;3;Marié;7756;14199;3;Yes;19;3;4;80;10;6;4;5;4;0;2
35;Oui;Voyage_rarement;737;Ventes;10;3;Medecine;1639;4;Homme;55;2;3;Sales Executive;1;Marié;10306;21530;9;No;17;3;3;80;15;3;3;13;12;6;0
37;Non;Voyage_rarement;1470;R&D;10;3;Medecine;1640;2;Femme;71;3;1;Research Scientist;2;Marié;3936;9953;1;No;11;3;1;80;8;2;1;8;4;7;7
40;Non;Voyage_rarement;448;R&D;16;3;Sciences;1641;3;Femme;84;3;3;Manufacturing Director;4;célibataire;7945;19948;6;Yes;15;3;4;80;18;2;2;4;2;3;3
44;Non;Voyage_fréquemment;602;RH;1;5;RH;1642;1;Homme;37;3;2;Human Resources;4;Marié;5743;10503;4;Yes;11;3;3;80;14;3;3;10;7;0;2
48;Non;Voyage_fréquemment;365;R&D;4;5;Medecine;1644;3;Homme;89;2;4;Manager;4;Marié;15202;5602;2;No;25;4;2;80;23;3;3;2;2;2;2
35;Oui;Voyage_rarement;763;Ventes;15;2;Medecine;1645;1;Homme;59;1;2;Sales Executive;4;Divorcé;5440;22098;6;Yes;14;3;4;80;7;2;2;2;2;2;2
24;Non;Voyage_fréquemment;567;R&D;2;1;Diplome technique;1646;1;Femme;32;3;1;Research Scientist;4;célibataire;3760;17218;1;Yes;13;3;3;80;6;2;3;6;3;1;3
27;Non;Voyage_rarement;486;R&D;8;3;Medecine;1647;2;Femme;86;4;1;Research Scientist;3;Marié;3517;22490;7;No;17;3;1;80;5;0;3;3;2;0;2
27;Non;Voyage_fréquemment;591;R&D;2;3;Medecine;1648;4;Homme;87;3;1;Research Scientist;4;célibataire;2580;6297;2;No;13;3;3;80;6;0;2;4;2;1;2
40;Oui;Voyage_rarement;1329;R&D;7;3;Sciences;1649;1;Homme;73;3;1;Laboratory Technician;1;célibataire;2166;3339;3;Yes;14;3;2;80;10;3;1;4;2;0;3
29;Non;Voyage_rarement;469;Ventes;10;3;Medecine;1650;3;Homme;42;2;2;Sales Executive;3;célibataire;5869;23413;9;No;11;3;3;80;8;2;3;5;2;1;4
36;Non;Voyage_rarement;711;R&D;5;4;Sciences;1651;2;Femme;42;3;3;Healthcare Representative;1;Marié;8008;22792;4;No;12;3;3;80;9;6;3;3;2;0;2
25;Non;Voyage_fréquemment;772;R&D;2;1;Sciences;1653;4;Homme;77;4;2;Manufacturing Director;3;Divorcé;5206;4973;1;No;17;3;3;80;7;6;3;7;7;0;7
39;Non;Voyage_rarement;492;R&D;12;3;Medecine;1654;4;Homme;66;3;2;Manufacturing Director;2;Marié;5295;7693;4;No;21;4;3;80;7;3;3;5;4;1;0
49;Non;Voyage_rarement;301;R&D;22;4;Autres;1655;1;Femme;72;3;4;Research Director;2;Marié;16413;3498;3;No;16;3;2;80;27;2;3;4;2;1;2
50;Non;Voyage_rarement;813;R&D;17;5;Sciences;1656;4;Femme;50;2;3;Research Director;1;Divorcé;13269;21981;5;No;15;3;3;80;19;3;3;14;11;1;11
20;Non;Voyage_rarement;1141;Ventes;2;3;Medecine;1657;3;Femme;31;3;1;Sales Representative;3;célibataire;2783;13251;1;No;19;3;1;80;2;3;3;2;2;2;2
34;Non;Voyage_rarement;1130;R&D;3;3;Sciences;1658;4;Femme;66;3;2;Research Scientist;2;Divorcé;5433;19332;1;No;12;3;3;80;11;2;3;11;8;7;9
36;Non;Voyage_rarement;311;R&D;7;3;Sciences;1659;1;Homme;77;3;1;Laboratory Technician;2;célibataire;2013;10950;2;No;11;3;3;80;15;4;3;4;3;1;3
49;Non;Voyage_rarement;465;R&D;6;1;Sciences;1661;3;Femme;41;2;4;Healthcare Representative;3;Marié;13966;11652;2;Yes;19;3;2;80;30;3;3;15;11;2;12
36;Non;Voyage-pas;894;R&D;1;4;Medecine;1662;4;Femme;33;2;2;Manufacturing Director;3;Marié;4374;15411;0;No;15;3;3;80;4;6;3;3;2;1;2
36;Non;Voyage_rarement;1040;R&D;3;2;Sciences;1664;4;Homme;79;4;2;Healthcare Representative;1;Divorcé;6842;26308;6;No;20;4;1;80;13;3;3;5;4;0;4
54;Non;Voyage_rarement;584;R&D;22;5;Medecine;1665;2;Femme;91;3;4;Manager;3;Marié;17426;18685;3;No;25;4;3;80;36;6;3;10;8;4;7
43;Non;Voyage_rarement;1291;R&D;15;2;Sciences;1666;3;Homme;65;2;4;Research Director;3;Marié;17603;3525;1;No;24;4;1;80;14;3;3;14;10;6;11
35;Oui;Voyage_fréquemment;880;Ventes;12;4;Autres;1667;4;Homme;36;3;2;Sales Executive;4;célibataire;4581;10414;3;Yes;24;4;1;80;13;2;4;11;9;6;7
38;Non;Voyage_fréquemment;1189;R&D;1;3;Sciences;1668;4;Homme;90;3;2;Research Scientist;4;Marié;4735;9867;7;No;15;3;4;80;19;4;4;13;11;2;9
29;Non;Voyage_rarement;991;Ventes;5;3;Medecine;1669;1;Homme;43;2;2;Sales Executive;2;Divorcé;4187;3356;1;Yes;13;3;2;80;10;3;2;10;0;0;9
33;Non;Voyage_rarement;392;Ventes;2;4;Medecine;1670;4;Homme;93;3;2;Sales Executive;4;Divorcé;5505;3921;1;No;14;3;3;80;6;5;3;6;2;0;4
32;Non;Voyage_rarement;977;R&D;2;3;Medecine;1671;4;Homme;45;3;2;Research Scientist;2;Divorcé;5470;25518;0;No;13;3;3;80;10;4;2;9;5;1;6
31;Non;Voyage_rarement;1112;Ventes;5;4;Sciences;1673;1;Femme;67;3;2;Sales Executive;4;Marié;5476;22589;1;No;11;3;1;80;10;2;3;10;0;0;2
49;Non;Voyage_rarement;464;R&D;16;3;Medecine;1674;4;Femme;74;3;1;Laboratory Technician;1;Divorcé;2587;24941;4;Yes;16;3;2;80;17;2;2;2;2;2;2
38;Non;Voyage_fréquemment;148;R&D;2;3;Medecine;1675;4;Femme;42;2;1;Laboratory Technician;2;célibataire;2440;23826;1;No;22;4;2;80;4;3;3;4;3;3;3
47;Non;Voyage_rarement;1225;Ventes;2;4;Sciences;1676;2;Femme;47;4;4;Manager;2;Divorcé;15972;21086;6;No;14;3;3;80;29;2;3;3;2;1;2
49;Non;Voyage_rarement;809;R&D;1;3;Sciences;1677;3;Homme;36;3;4;Manager;3;célibataire;15379;22384;4;No;14;3;1;80;23;2;3;8;7;0;0
41;Non;Voyage_rarement;1206;Ventes;23;2;Sciences;1678;4;Homme;80;3;3;Sales Executive;3;célibataire;7082;11591;3;Yes;16;3;4;80;21;2;3;2;0;0;2
20;Non;Voyage_rarement;727;Ventes;9;1;Sciences;1680;4;Homme;54;3;1;Sales Representative;1;célibataire;2728;21082;1;No;11;3;1;80;2;3;3;2;2;0;2
33;Non;Voyage-pas;530;Ventes;16;3;Sciences;1681;3;Femme;36;3;2;Sales Executive;4;Divorcé;5368;16130;1;Yes;25;4;3;80;7;2;3;6;5;1;2
36;Non;Voyage_rarement;1351;R&D;26;4;Sciences;1682;1;Homme;80;3;2;Healthcare Representative;3;Marié;5347;7419;6;No;14;3;2;80;10;2;2;3;2;0;2
44;Non;Voyage_rarement;528;RH;1;3;Sciences;1683;3;Femme;44;3;1;Human Resources;4;Divorcé;3195;4167;4;Yes;18;3;1;80;8;2;3;2;2;2;2
23;Oui;Voyage_rarement;1320;R&D;8;1;Medecine;1684;4;Homme;93;2;1;Laboratory Technician;3;célibataire;3989;20586;1;Yes;11;3;1;80;5;2;3;5;4;1;2
38;Non;Voyage_rarement;1495;R&D;4;2;Medecine;1687;4;Femme;87;3;1;Laboratory Technician;3;Marié;3306;26176;7;No;19;3;4;80;7;5;2;0;0;0;0
53;Non;Voyage_rarement;1395;R&D;24;4;Medecine;1689;2;Homme;48;4;3;Healthcare Representative;4;Marié;7005;3458;3;No;15;3;3;80;11;2;3;4;3;1;2
48;Oui;Voyage_fréquemment;708;Ventes;7;2;Medecine;1691;4;Femme;95;3;1;Sales Representative;3;Marié;2655;11740;2;Yes;11;3;3;80;19;3;3;9;7;7;7
32;Oui;Voyage_rarement;1259;R&D;2;4;Sciences;1692;4;Homme;95;3;1;Laboratory Technician;2;célibataire;1393;24852;1;No;12;3;1;80;1;2;3;1;0;0;0
26;Non;Voyage-pas;786;R&D;7;3;Medecine;1693;4;Homme;76;3;1;Laboratory Technician;4;célibataire;2570;11925;1;No;20;4;3;80;7;5;3;7;7;5;7
55;Non;Voyage_rarement;1441;R&D;22;3;Diplome technique;1694;1;Homme;94;2;1;Research Scientist;2;Divorcé;3537;23737;5;No;12;3;4;80;8;1;3;4;2;1;2
34;Non;Voyage_rarement;1157;R&D;5;2;Medecine;1696;2;Homme;57;2;2;Laboratory Technician;4;Marié;3986;11912;1;No;14;3;3;80;15;3;4;15;10;4;13
60;Non;Voyage_rarement;370;R&D;1;4;Medecine;1697;3;Homme;92;1;3;Healthcare Representative;4;Divorcé;10883;20467;3;No;20;4;3;80;19;2;4;1;0;0;0
33;Non;Voyage_rarement;267;R&D;21;3;Medecine;1698;2;Homme;79;4;1;Laboratory Technician;2;Marié;2028;13637;1;No;18;3;4;80;14;6;3;14;11;2;13
37;Non;Voyage_fréquemment;1278;Ventes;1;4;Medecine;1700;3;Homme;31;1;2;Sales Executive;4;Divorcé;9525;7677;1;No;14;3;3;80;6;2;2;6;3;1;3
34;Non;Voyage_rarement;678;R&D;19;3;Sciences;1701;2;Femme;35;2;1;Research Scientist;4;Marié;2929;20338;1;No;12;3;2;80;10;3;3;10;9;8;7
23;Oui;Voyage_rarement;427;Ventes;7;3;Sciences;1702;3;Homme;99;3;1;Sales Representative;4;Divorcé;2275;25103;1;Yes;21;4;2;80;3;2;3;3;2;0;2
44;Non;Voyage_rarement;921;R&D;2;3;Sciences;1703;3;Femme;96;4;3;Healthcare Representative;4;Marié;7879;14810;1;Yes;19;3;2;80;9;2;3;8;7;6;7
35;Non;Voyage_fréquemment;146;R&D;2;4;Medecine;1704;1;Homme;79;2;1;Research Scientist;4;célibataire;4930;13970;0;Yes;14;3;3;80;6;2;4;5;4;1;4
43;Non;Voyage_rarement;1179;Ventes;2;3;Medecine;1706;4;Homme;73;3;2;Sales Executive;4;Marié;7847;6069;1;Yes;17;3;1;80;10;3;3;10;9;8;8
24;Non;Voyage_rarement;581;R&D;9;3;Medecine;1707;3;Homme;62;4;1;Research Scientist;3;Marié;4401;17616;1;No;16;3;4;80;5;1;3;5;3;0;4
41;Non;Voyage_rarement;918;Ventes;6;3;Marketing;1708;4;Homme;35;3;3;Sales Executive;3;célibataire;9241;15869;1;No;12;3;2;80;10;3;3;10;8;8;7
29;Non;Voyage_rarement;1082;R&D;9;4;Medecine;1709;4;Femme;43;3;1;Laboratory Technician;3;Marié;2974;25412;9;No;17;3;3;80;9;2;3;5;3;1;2
36;Non;Voyage_rarement;530;Ventes;2;4;Sciences;1710;3;Femme;51;3;2;Sales Representative;4;célibataire;4502;7439;3;No;15;3;3;80;17;2;2;13;7;6;7
45;Non;Voyage-pas;1238;R&D;1;1;Sciences;1712;3;Homme;74;2;3;Healthcare Representative;3;Marié;10748;3395;3;No;23;4;4;80;25;3;2;23;15;14;4
24;Oui;Voyage_rarement;240;RH;22;1;RH;1714;4;Homme;58;1;1;Human Resources;3;Marié;1555;11585;1;No;11;3;3;80;1;2;3;1;0;0;0
47;Oui;Voyage_fréquemment;1093;Ventes;9;3;Sciences;1716;3;Homme;82;1;4;Sales Executive;3;Marié;12936;24164;7;No;11;3;3;80;25;3;1;23;5;14;10
26;Non;Voyage_rarement;390;R&D;17;4;Medecine;1718;4;Homme;62;1;1;Laboratory Technician;3;Marié;2305;6217;1;No;15;3;3;80;3;3;4;3;2;0;2
45;Non;Voyage_rarement;1005;R&D;28;2;Diplome technique;1719;4;Femme;48;2;4;Research Director;2;célibataire;16704;17119;1;No;11;3;3;80;21;2;3;21;6;8;6
32;Non;Voyage_fréquemment;585;R&D;10;3;Sciences;1720;1;Homme;56;3;1;Research Scientist;3;Marié;3433;17360;6;No;13;3;1;80;10;3;2;5;2;1;3
31;Non;Voyage_rarement;741;R&D;2;4;Sciences;1721;2;Homme;69;3;1;Laboratory Technician;3;Marié;3477;18103;1;No;14;3;4;80;6;2;4;5;2;0;3
41;Non;Voyage-pas;552;RH;4;3;RH;1722;3;Homme;60;1;2;Human Resources;2;Marié;6430;20794;6;No;19;3;2;80;10;4;3;3;2;1;2
40;Non;Voyage_rarement;369;R&D;8;2;Sciences;1724;2;Femme;92;3;2;Manufacturing Director;1;Marié;6516;5041;2;Yes;16;3;2;80;18;3;3;1;0;0;0
24;Non;Voyage_rarement;506;R&D;29;1;Medecine;1725;2;Homme;91;3;1;Laboratory Technician;1;Divorcé;3907;3622;1;No;13;3;2;80;6;2;4;6;2;1;2
46;Non;Voyage_rarement;717;R&D;13;4;Sciences;1727;3;Homme;34;3;2;Healthcare Representative;2;célibataire;5562;9697;6;No;14;3;4;80;19;3;3;10;7;0;9
35;Non;Voyage_rarement;1370;R&D;27;4;Sciences;1728;4;Homme;49;3;2;Manufacturing Director;3;Marié;6883;5151;2;No;16;3;2;80;17;3;3;7;7;0;7
30;Non;Voyage_rarement;793;R&D;16;1;Sciences;1729;2;Homme;33;3;1;Research Scientist;4;Marié;2862;3811;1;No;12;3;2;80;10;2;2;10;0;0;8
47;Non;Voyage-pas;543;Ventes;2;4;Marketing;1731;3;Homme;87;3;2;Sales Executive;2;Marié;4978;3536;7;No;11;3;4;80;4;3;1;1;0;0;0
46;Non;Voyage_rarement;1277;Ventes;2;3;Sciences;1732;3;Homme;74;3;3;Sales Executive;4;Divorcé;10368;5596;4;Yes;12;3;2;80;13;5;2;10;6;0;3
36;Oui;Voyage_rarement;1456;Ventes;13;5;Marketing;1733;2;Homme;96;2;2;Sales Executive;1;Divorcé;6134;8658;5;Yes;13;3;2;80;16;3;3;2;2;2;2
32;Oui;Voyage_rarement;964;Ventes;1;2;Sciences;1734;1;Homme;34;1;2;Sales Executive;2;célibataire;6735;12147;6;No;15;3;2;80;10;2;3;0;0;0;0
23;Non;Voyage_rarement;160;R&D;4;1;Medecine;1735;3;Femme;51;3;1;Laboratory Technician;2;célibataire;3295;12862;1;No;13;3;3;80;3;3;1;3;2;1;2
31;Non;Voyage_fréquemment;163;R&D;24;1;Diplome technique;1736;4;Femme;30;3;2;Manufacturing Director;4;célibataire;5238;6670;2;No;20;4;4;80;9;3;2;5;4;1;4
39;Non;Voyage-pas;792;R&D;1;3;Sciences;1737;4;Homme;77;3;2;Laboratory Technician;4;Marié;6472;8989;1;Yes;15;3;4;80;9;2;3;9;8;5;8
